"nb_article" "article_ref" "site_nb" "site_ref" "country" "state" "town" "latitude" "longitude" "altitude" "WRB" "prof_max" "sampling_year" "natural_cultivated" "landuse" "modern_paleosol" "ecosystem" "level_top" "level_base" "support" "D14C" "D14C_sigma" "level_stock_kgm.2" "Tann" "Tjan" "TJul" "Pann" "Pjan" "PJul" "aridity" "D14Catm"
"804" 29 "Krull_2003_Geoderma" 108 "PG" "Australia" "Southern Queensland" "Paget Creekn west of Dalby" -27.45 150.52 320 "vertisol" "480" 1997 "cultivated" "cultivated-grassland" "modern soil" "grassland" 260 270 "bulk" NA NA 0.46 19.5 25.9 11.6 665.5 85.2 43 0.395 106.4
"805" 29 "Krull_2003_Geoderma" 108 "PG" "Australia" "Southern Queensland" "Paget Creekn west of Dalby" -27.45 150.52 320 "vertisol" "480" 1997 "cultivated" "cultivated-grassland" "modern soil" "grassland" 270 280 "bulk" NA NA 0.45 19.5 25.9 11.6 665.5 85.2 43 0.395 106.4
"806" 29 "Krull_2003_Geoderma" 108 "PG" "Australia" "Southern Queensland" "Paget Creekn west of Dalby" -27.45 150.52 320 "vertisol" "480" 1997 "cultivated" "cultivated-grassland" "modern soil" "grassland" 280 290 "bulk" NA NA 0.49 19.5 25.9 11.6 665.5 85.2 43 0.395 106.4
"807" 29 "Krull_2003_Geoderma" 108 "PG" "Australia" "Southern Queensland" "Paget Creekn west of Dalby" -27.45 150.52 320 "vertisol" "480" 1997 "cultivated" "cultivated-grassland" "modern soil" "grassland" 290 300 "bulk" NA NA 0.49 19.5 25.9 11.6 665.5 85.2 43 0.395 106.4
"808" 29 "Krull_2003_Geoderma" 109 "BE" "Australia" "Southern Queensland" "Beechmont, south of Brisbane" -28.17 153.2 320 "ferralsol" "250" 1997 "natural" "natural-forest" "modern soil" "forest" 100 120 "bulk" NA NA 2.17 18 22.5 12.5 1655.1 213.1 88.2 1.064 106.4
"809" 35 "Chiti_2009_Geoderma" 143 "Brasschaat - Quercus" "Belgium" "Campine" "Brasschaat" 51.3092 4.5206 16 "arenosol" "100" 2003 "cultivated" "cultivated-forest" "modern soil" "forest" 45 100 "bulk" NA NA 1.51 10 2.5 17.6 792.4 65.8 74.6 1.143 68.9
"813" 22 "Krull_2006_Geoderma" 82 "Co1" "Australia" "Southeast Australia" "Coonawarra" -37.3 140.8 65 "nitisol" "NA" 2000 "cultivated" "cultivated-field" "modern soil" "field" 60 75 "bulk after HCl" -407 "3" 1.34 14.4 19.7 9.3 648.4 23.8 98 0.488 88.9
"814" 22 "Krull_2006_Geoderma" 82 "Co1" "Australia" "Southeast Australia" "Coonawarra" -37.3 140.8 65 "nitisol" "NA" 2000 "cultivated" "cultivated-field" "modern soil" "field" 75 85 "bulk after HCl" NA NA 0.45 14.4 19.7 9.3 648.4 23.8 98 0.488 88.9
"815" 22 "Krull_2006_Geoderma" 82 "Co1" "Australia" "Southeast Australia" "Coonawarra" -37.3 140.8 65 "nitisol" "NA" 2000 "cultivated" "cultivated-field" "modern soil" "field" 85 100 "bulk after HCl" NA NA 0.46 14.4 19.7 9.3 648.4 23.8 98 0.488 88.9
"816" 22 "Krull_2006_Geoderma" 82 "Co1" "Australia" "Southeast Australia" "Coonawarra" -37.3 140.8 65 "nitisol" "NA" 2000 "cultivated" "cultivated-field" "modern soil" "field" 100 115 "bulk after HCl" -491 "3" 0.5 14.4 19.7 9.3 648.4 23.8 98 0.488 88.9
"817" 22 "Krull_2006_Geoderma" 82 "Co1" "Australia" "Southeast Australia" "Coonawarra" -37.3 140.8 65 "nitisol" "NA" 2000 "cultivated" "cultivated-field" "modern soil" "field" 115 140 "bulk after HCl" NA NA 1.15 14.4 19.7 9.3 648.4 23.8 98 0.488 88.9
"818" 22 "Krull_2006_Geoderma" 82 "Co1" "Australia" "Southeast Australia" "Coonawarra" -37.3 140.8 65 "nitisol" "NA" 2000 "cultivated" "cultivated-field" "modern soil" "field" 140 150 "bulk after HCl" NA NA 0.42 14.4 19.7 9.3 648.4 23.8 98 0.488 88.9
"819" 22 "Krull_2006_Geoderma" 82 "Co1" "Australia" "Southeast Australia" "Coonawarra" -37.3 140.8 65 "nitisol" "NA" 2000 "cultivated" "cultivated-field" "modern soil" "field" 150 160 "bulk after HCl" NA NA 0.48 14.4 19.7 9.3 648.4 23.8 98 0.488 88.9
"820" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 0 2 "bulk" 145 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"821" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 2 4 "bulk" 9 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"822" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 4 6 "bulk" 70 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"823" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 6 8 "bulk" 51 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"824" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 8 10 "bulk" 70 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"825" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 10 12 "bulk" 40 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"826" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 12 14 "bulk" -7 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"827" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 14 16 "bulk" -29 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"828" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 16 18 "bulk" -52 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"829" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 18 20 "bulk" -81 NA 0.2 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"830" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 20 22 "bulk" -97 NA 0.17 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"831" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 22 24 "bulk" -110 NA 0.17 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"832" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 24 26 "bulk" -113 NA 0.17 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"833" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 26 28 "bulk" -126 NA 0.17 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"834" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 28 30 "bulk" -134 NA 0.17 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"835" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 30 32 "bulk" -141 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"836" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 32 34 "bulk" -165 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"837" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 34 36 "bulk" -175 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"838" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 36 38 "bulk" -215 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"839" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 38 40 "bulk" -225 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"840" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 40 42 "bulk" -229 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"841" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 42 44 "bulk" -270 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"842" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 44 46 "bulk" -305 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"843" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 46 48 "bulk" -305 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"844" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 48 50 "bulk" -347 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"845" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 50 52 "bulk" -331 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"846" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 52 54 "bulk" -293 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"847" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 54 56 "bulk" -378 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"848" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 56 58 "bulk" -328 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"849" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 58 60 "bulk" -357 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"850" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 60 62 "bulk" -362 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"851" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 62 64 "bulk" -381 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"852" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 64 66 "bulk" -369 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"853" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 66 68 "bulk" -391 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"854" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 68 70 "bulk" -394 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"855" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 70 72 "bulk" -423 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"856" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 72 74 "bulk" -396 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"857" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 74 76 "bulk" -339 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"858" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 76 78 "bulk" -377 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"859" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 78 80 "bulk" -355 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"860" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 80 82 "bulk" -369 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"861" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 82 84 "bulk" -343 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"862" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 84 86 "bulk" -377 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"863" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 86 88 "bulk" -344 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"864" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 88 90 "bulk" -335 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"865" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 90 92 "bulk" -325 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"866" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 92 94 "bulk" -325 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"867" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 94 96 "bulk" -330 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"868" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 96 98 "bulk" -330 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"869" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 98 100 "bulk" -347 NA 0.12 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"870" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 100 102 "bulk" -336 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"871" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 102 104 "bulk" -354 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"872" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 104 106 "bulk" -323 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"873" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 106 108 "bulk" -343 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"874" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 108 110 "bulk" -329 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"875" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 110 112 "bulk" -286 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"876" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 112 114 "bulk" -331 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"877" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 114 116 "bulk" -356 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"878" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 116 118 "bulk" -333 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"879" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 118 120 "bulk" -337 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"880" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 120 122 "bulk" -329 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"881" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 122 124 "bulk" -329 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"882" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 124 126 "bulk" -346 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"883" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 126 128 "bulk" -352 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"884" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 128 130 "bulk" -404 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"885" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 130 132 "bulk" -419 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"886" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 132 134 "bulk" -431 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"887" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 134 136 "bulk" -345 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"888" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 136 138 "bulk" -354 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"889" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 138 140 "bulk" -398 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"890" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 140 142 "bulk" -406 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"891" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 142 144 "bulk" -395 NA 0.09 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"892" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 144 146 "bulk" -441 NA 0.06 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"893" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 146 148 "bulk" -460 NA 0.06 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"894" 16 "Becker-Heidmann_1989_Radiocarbon" 133 "Patancheru" "India" "Andhra Pradesh" "Medak" 17.53 78.27 522 "luvisol" "NA" 1983 "cultivated" "cultivated-field" "modern soil" "field" 148 150 "bulk" -533 NA 0.06 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
