"nb_article" "article_ref" "site_nb" "site_ref" "country" "state" "town" "latitude" "longitude" "altitude" "WRB" "prof_max" "sampling_year" "natural_cultivated" "landuse" "modern_paleosol" "ecosystem" "level_top" "level_base" "support" "D14C" "D14C_sigma" "level_stock_kgm.2" "Tann" "Tjan" "TJul" "Pann" "Pjan" "PJul" "aridity" "D14Catm"
"575" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 80 84 "bulk" -235 NA 0.15 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"576" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 84 88 "bulk" -235 NA 0.15 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"577" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 88 92 "bulk" -241 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"578" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 92 96 "bulk" -241 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"579" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 96 100 "bulk" -268 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"580" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 100 104 "bulk" -292 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"581" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 104 108 "bulk" -353 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"582" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 108 112 "bulk" -448 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"583" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 112 116 "bulk" -577 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"584" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 116 120 "bulk" -561 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"585" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 120 124 "bulk" -497 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"586" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 124 128 "bulk" -587 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"587" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 128 132 "bulk" -632 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"588" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 132 136 "bulk" -568 NA 0.06 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"589" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 136 140 "bulk" -568 NA 0.06 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"590" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 140 144 "bulk" -785 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"591" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 144 148 "bulk" -611 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"592" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 148 152 "bulk" NA NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"593" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 152 156 "bulk" -832 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"594" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 156 160 "bulk" -662 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"595" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 160 164 "bulk" -789 NA 0.18 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"596" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 164 168 "bulk" -741 NA 0.18 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"597" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 168 172 "bulk" -675 NA 0.23 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"598" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 172 176 "bulk" -643 NA 0.06 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"599" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 176 180 "bulk" -718 NA 0.06 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"600" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 180 184 "bulk" -749 NA 0.06 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"601" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 184 188 "bulk" -772 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"602" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 188 192 "bulk" -768 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"603" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 192 196 "bulk" -778 NA 0.12 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"604" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 196 200 "bulk" -814 NA 0.15 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"605" 17 "Becker-Heidmann_2002_Radiocarbon" 137 "Qedma" "Israel" NA "Qedma" 31.68 34.78 100 "vertisol" "900" 1986 "cultivated" "cultivated-field" "modern soil" "field" 200 208 "bulk" NA NA 0.24 19.6 12.3 25.7 517.5 134 0 0.361 189.7
"606" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 0 2 "bulk" 107 NA 0.5 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"607" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 2 4 "bulk" -166 NA 0.36 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"608" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 4 6 "bulk" 50 NA 0.31 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"609" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 6 8 "bulk" 67 NA 0.26 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"610" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 8 10 "bulk" 33 NA 0.2 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"611" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 10 12 "bulk" -135 NA 0.17 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"612" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 12 15 "bulk" 50 NA 0.28 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"613" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 15 18 "bulk" -54 NA 0.26 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"614" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 18 21 "bulk" -43 NA 0.24 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"615" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 21 24 "bulk" -27 NA 0.24 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"616" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 24 27 "bulk" -50 NA 0.24 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"617" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 27 30 "bulk" -162 NA 0.22 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"618" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 30 33 "bulk" -54 NA 0.22 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"619" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 33 36 "bulk" -198 NA 0.22 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"620" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 36 39 "bulk" -168 NA 0.22 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"621" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 39 42 "bulk" -204 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"622" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 42 45 "bulk" -220 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"623" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 45 48 "bulk" -220 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"624" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 48 51 "bulk" -230 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"625" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 51 55 "bulk" -323 NA 0.23 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"626" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 55 59 "bulk" -220 NA 0.23 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"627" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 59 63 "bulk" -229 NA 0.23 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"628" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 63 67 "bulk" -254 NA 0.23 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"629" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 67 71 "bulk" -241 NA 0.23 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"630" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 71 75 "bulk" -306 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"631" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 75 79 "bulk" -306 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"632" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 79 83 "bulk" -311 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"633" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 83 87 "bulk" -280 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"634" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 87 91 "bulk" -335 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"635" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 91 95 "bulk" -305 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"636" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 95 99 "bulk" -343 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"637" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 99 103 "bulk" -397 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"638" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 103 107 "bulk" -384 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"639" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 107 111 "bulk" -377 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"640" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 111 115 "bulk" -299 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"641" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 115 119 "bulk" -366 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"642" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 119 123 "bulk" -403 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"643" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 123 127 "bulk" -394 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"644" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 127 131 "bulk" -427 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"645" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 131 135 "bulk" -443 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"646" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 135 139 "bulk" -467 NA 0.18 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"647" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 139 143 "bulk" -410 NA 0.12 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"648" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 143 147 "bulk" -447 NA 0.12 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"649" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 147 157 "bulk" -412 NA 0.3 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"650" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 157 172 "bulk" -525 NA 0.46 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"651" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 172 183 "bulk" -578 NA 0.33 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"652" 17 "Becker-Heidmann_2002_Radiocarbon" 138 "Akko" "Israel" NA "Western Galilee Experimental Farm" 32.9 35.25 375 "vertisol" "187" 1985 "cultivated" "cultivated-grassland" "modern soil" "grassland" 183 187 "bulk" -588 NA 0.12 18.8 10.9 25.6 694.5 164.7 0 0.5 200.2
"653" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 0 2 "bulk" -180 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"654" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 2 4 "bulk" -300 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"655" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 4 6 "bulk" -265 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"656" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 6 8 "bulk" -258 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"657" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 8 10 "bulk" -264 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"658" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 10 12 "bulk" -282 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"659" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 12 14 "bulk" -270 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"660" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 14 16 "bulk" -282 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"661" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 16 18 "bulk" -276 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"662" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 18 20 "bulk" -369 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
"663" 17 "Becker-Heidmann_2002_Radiocarbon" 139 "Patancheru" "India" "Medak > Andhra" "Pradesh" 17.58 78.28 530 "vertisol" "180" 1983 "cultivated" "cultivated-field" "modern soil" "field" 20 22 "bulk" -296 NA 0.14 26.5 22.1 26.7 890.9 3.8 206.5 0.497 226.4
